fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,tiene_matricula,m_confianza,mx1,my1,mx2,my2
181,PERSONA,0.76,3,349,255,418,443,False,,,,,
181,COCHE,0.52,4,1426,324,1510,379,False,,,,,
181,COCHE,0.65,5,1360,321,1401,356,False,,,,,
182,GUAGUA,0.51,1,1255,259,1354,357,False,,,,,
182,PERSONA,0.74,3,349,257,423,444,False,,,,,
182,COCHE,0.5,4,1426,324,1508,379,False,,,,,
182,COCHE,0.67,5,1357,321,1401,356,False,,,,,
183,GUAGUA,0.56,1,1254,259,1354,357,False,,,,,
183,PERSONA,0.74,3,355,259,425,443,False,,,,,
183,COCHE,0.48,4,1427,324,1505,378,False,,,,,
183,COCHE,0.65,5,1355,321,1401,356,False,,,,,
184,GUAGUA,0.56,1,1254,260,1353,357,False,,,,,
184,PERSONA,0.76,3,360,262,428,442,False,,,,,
184,COCHE,0.49,4,1428,324,1504,378,False,,,,,
184,COCHE,0.64,5,1356,321,1402,356,False,,,,,
185,GUAGUA,0.45,1,1257,259,1351,357,False,,,,,
185,PERSONA,0.76,3,366,263,430,440,False,,,,,
185,COCHE,0.49,4,1428,324,1504,378,False,,,,,
185,COCHE,0.63,5,1357,321,1401,356,False,,,,,
186,GUAGUA,0.42,1,1258,260,1350,358,False,,,,,
186,PERSONA,0.74,3,373,261,434,439,False,,,,,
186,COCHE,0.49,4,1428,324,1505,378,False,,,,,
186,COCHE,0.64,5,1360,321,1401,356,False,,,,,
187,GUAGUA,0.5,1,1254,260,1350,357,False,,,,,
187,PERSONA,0.75,3,379,258,439,440,False,,,,,
187,COCHE,0.51,4,1429,324,1505,378,False,,,,,
187,COCHE,0.63,5,1362,321,1401,356,False,,,,,
188,GUAGUA,0.48,1,1251,259,1350,357,False,,,,,
188,PERSONA,0.75,3,382,258,444,440,False,,,,,
188,COCHE,0.51,4,1429,324,1504,378,False,,,,,
188,COCHE,0.62,5,1363,322,1401,356,False,,,,,
189,GUAGUA,0.52,1,1251,259,1349,357,False,,,,,
189,PERSONA,0.78,3,386,257,448,438,False,,,,,
189,COCHE,0.51,4,1429,324,1504,378,False,,,,,
189,COCHE,0.63,5,1362,322,1400,356,False,,,,,
190,GUAGUA,0.42,1,1251,260,1349,356,False,,,,,
190,PERSONA,0.76,3,392,257,452,437,False,,,,,
190,COCHE,0.53,4,1429,324,1505,378,False,,,,,
190,COCHE,0.63,5,1361,322,1401,356,False,,,,,
191,GUAGUA,0.44,1,1250,261,1348,355,False,,,,,
191,PERSONA,0.73,3,395,263,458,437,False,,,,,
191,COCHE,0.52,4,1429,324,1505,378,False,,,,,
191,COCHE,0.64,5,1363,322,1400,356,False,,,,,
192,GUAGUA,0.52,1,1248,260,1346,355,False,,,,,
192,PERSONA,0.74,3,397,269,465,438,False,,,,,
192,COCHE,0.52,4,1429,324,1506,379,False,,,,,
192,COCHE,0.63,5,1364,322,1400,356,False,,,,,
193,GUAGUA,0.4,1,1247,259,1343,355,False,,,,,
193,PERSONA,0.75,3,399,271,468,438,False,,,,,
193,COCHE,0.53,4,1429,323,1508,379,False,,,,,
193,COCHE,0.62,5,1362,322,1399,356,False,,,,,
194,GUAGUA,0.35,1,1245,260,1341,355,False,,,,,
194,PERSONA,0.77,3,400,275,472,438,False,,,,,
194,COCHE,0.54,4,1429,323,1509,379,False,,,,,
194,COCHE,0.62,5,1361,322,1398,356,False,,,,,
195,GUAGUA,0.44,1,1246,259,1340,355,False,,,,,
195,PERSONA,0.72,3,400,269,474,438,False,,,,,
195,COCHE,0.55,4,1429,323,1509,380,False,,,,,
195,COCHE,0.61,5,1362,322,1398,356,False,,,,,
196,GUAGUA,0.54,1,1246,260,1341,354,False,,,,,
196,PERSONA,0.73,3,401,267,476,438,False,,,,,
196,COCHE,0.55,4,1429,323,1509,380,False,,,,,
196,COCHE,0.61,5,1363,322,1398,356,False,,,,,
196,COCHE,0.61,6,1340,321,1380,353,False,,,,,
197,GUAGUA,0.4,1,1246,261,1339,354,False,,,,,
197,PERSONA,0.74,3,404,270,476,437,False,,,,,
197,COCHE,0.54,4,1429,323,1509,380,False,,,,,
197,COCHE,0.58,5,1362,323,1397,356,False,,,,,
197,COCHE,0.57,6,1342,323,1380,352,False,,,,,
198,GUAGUA,0.42,1,1246,261,1338,353,False,,,,,
198,PERSONA,0.74,3,409,270,478,436,False,,,,,
198,COCHE,0.54,4,1429,323,1509,380,False,,,,,
198,COCHE,0.58,5,1363,323,1397,356,False,,,,,
198,COCHE,0.58,6,1342,323,1378,352,False,,,,,
199,GUAGUA,0.4,1,1245,260,1337,353,False,,,,,
199,PERSONA,0.75,3,414,269,478,435,False,,,,,
199,COCHE,0.55,4,1429,323,1510,380,False,,,,,
199,COCHE,0.57,5,1363,323,1397,356,False,,,,,
199,COCHE,0.56,6,1344,323,1381,352,False,,,,,
200,GUAGUA,0.18,1,1245,262,1336,352,False,,,,,
200,PERSONA,0.75,3,419,270,478,432,False,,,,,
200,COCHE,0.56,4,1429,323,1510,380,False,,,,,
200,COCHE,0.58,5,1361,323,1397,356,False,,,,,
200,COCHE,0.55,6,1344,323,1383,352,False,,,,,
201,GUAGUA,0.37,1,1246,262,1336,352,False,,,,,
201,PERSONA,0.73,3,424,268,480,432,False,,,,,
201,COCHE,0.57,4,1429,323,1510,380,False,,,,,
201,COCHE,0.59,5,1362,323,1397,356,False,,,,,
201,COCHE,0.56,6,1344,323,1381,352,False,,,,,
202,GUAGUA,0.32,1,1247,262,1336,353,False,,,,,
202,PERSONA,0.75,3,428,263,484,431,False,,,,,
202,COCHE,0.57,4,1428,323,1510,380,False,,,,,
202,COCHE,0.59,5,1363,323,1397,356,False,,,,,
202,COCHE,0.58,6,1344,323,1381,352,False,,,,,
203,GUAGUA,0.49,1,1248,262,1334,353,False,,,,,
203,PERSONA,0.73,3,431,258,486,430,False,,,,,
203,COCHE,0.58,4,1428,323,1511,380,False,,,,,
203,COCHE,0.61,5,1363,323,1398,356,False,,,,,
203,COCHE,0.58,6,1344,323,1380,352,False,,,,,
204,GUAGUA,0.52,1,1248,262,1333,354,False,,,,,
204,PERSONA,0.29,3,434,262,486,428,False,,,,,
204,COCHE,0.58,4,1428,323,1511,380,False,,,,,
204,COCHE,0.6,5,1362,323,1397,356,False,,,,,
204,COCHE,0.59,6,1344,323,1380,352,False,,,,,
205,GUAGUA,0.5,1,1247,261,1332,354,False,,,,,
205,PERSONA,0.76,3,436,262,488,429,False,,,,,
205,COCHE,0.58,4,1428,323,1510,380,False,,,,,
205,COCHE,0.62,5,1362,323,1397,356,False,,,,,
205,COCHE,0.59,6,1344,323,1380,352,False,,,,,
206,GUAGUA,0.47,1,1248,262,1331,354,False,,,,,
206,PERSONA,0.77,3,437,262,491,430,False,,,,,
206,COCHE,0.58,4,1428,323,1509,380,False,,,,,
206,COCHE,0.61,5,1361,323,1397,356,False,,,,,
206,COCHE,0.54,6,1345,323,1380,352,False,,,,,
207,GUAGUA,0.56,1,1247,263,1329,354,False,,,,,
207,PERSONA,0.76,3,439,267,493,430,False,,,,,
207,COCHE,0.6,4,1428,323,1509,380,False,,,,,
207,COCHE,0.65,5,1362,322,1398,357,False,,,,,
207,COCHE,0.53,6,1346,323,1378,352,False,,,,,
208,GUAGUA,0.52,1,1247,263,1328,353,False,,,,,
208,PERSONA,0.71,3,443,273,495,432,False,,,,,
208,COCHE,0.59,4,1428,323,1509,380,False,,,,,
208,COCHE,0.65,5,1362,322,1398,357,False,,,,,
208,COCHE,0.54,6,1347,323,1379,352,False,,,,,
209,GUAGUA,0.53,1,1247,263,1328,352,False,,,,,
209,PERSONA,0.63,3,444,275,498,432,False,,,,,
209,COCHE,0.59,4,1428,323,1509,380,False,,,,,
209,COCHE,0.66,5,1361,322,1398,357,False,,,,,
209,COCHE,0.56,6,1347,323,1380,352,False,,,,,
210,GUAGUA,0.57,1,1246,263,1329,351,False,,,,,
210,PERSONA,0.66,3,446,275,501,432,False,,,,,
210,COCHE,0.58,4,1428,323,1508,380,False,,,,,
210,COCHE,0.65,5,1360,322,1398,357,False,,,,,
210,COCHE,0.57,6,1348,323,1381,352,False,,,,,
211,GUAGUA,0.67,1,1246,262,1330,351,False,,,,,
211,PERSONA,0.71,3,449,276,502,431,False,,,,,
211,COCHE,0.57,4,1429,323,1507,380,False,,,,,
211,COCHE,0.66,5,1361,322,1398,357,False,,,,,
211,COCHE,0.57,6,1348,323,1379,352,False,,,,,
212,GUAGUA,0.54,1,1245,262,1330,351,False,,,,,
212,PERSONA,0.6,3,453,276,506,429,False,,,,,
212,COCHE,0.58,4,1429,323,1507,380,False,,,,,
212,COCHE,0.63,5,1361,322,1398,357,False,,,,,
212,COCHE,0.57,6,1347,323,1379,352,False,,,,,
213,GUAGUA,0.5,1,1245,262,1329,350,False,,,,,
213,PERSONA,0.63,3,456,264,511,429,False,,,,,
213,COCHE,0.58,4,1428,323,1508,380,False,,,,,
213,COCHE,0.63,5,1362,322,1398,357,False,,,,,
213,COCHE,0.57,6,1346,323,1377,351,False,,,,,
214,GUAGUA,0.61,1,1245,262,1328,349,False,,,,,
214,PERSONA,0.7,3,459,262,514,427,False,,,,,
214,COCHE,0.57,4,1429,323,1508,380,False,,,,,
214,COCHE,0.64,5,1364,322,1398,357,False,,,,,
214,COCHE,0.58,6,1346,323,1376,351,False,,,,,
215,GUAGUA,0.54,1,1244,262,1327,348,False,,,,,
215,PERSONA,0.74,3,461,263,517,426,False,,,,,
215,COCHE,0.58,4,1429,323,1508,380,False,,,,,
215,COCHE,0.64,5,1364,322,1398,357,False,,,,,
215,COCHE,0.56,6,1347,323,1378,351,False,,,,,
216,GUAGUA,0.29,1,1245,263,1325,348,False,,,,,
216,PERSONA,0.7,3,463,263,520,426,False,,,,,
216,COCHE,0.58,4,1428,323,1508,381,False,,,,,
216,COCHE,0.63,5,1363,322,1398,357,False,,,,,
216,COCHE,0.56,6,1346,322,1379,351,False,,,,,
217,GUAGUA,0.39,1,1244,263,1331,348,False,,,,,
217,PERSONA,0.61,3,468,263,523,427,False,,,,,
217,COCHE,0.57,4,1428,323,1510,380,False,,,,,
217,COCHE,0.61,5,1365,322,1397,357,False,,,,,
217,COCHE,0.59,6,1345,322,1381,352,False,,,,,
218,GUAGUA,0.32,1,1245,264,1331,348,False,,,,,
218,PERSONA,0.36,3,472,269,524,425,False,,,,,
218,COCHE,0.58,4,1428,323,1510,381,False,,,,,
218,COCHE,0.61,5,1365,322,1397,357,False,,,,,
218,COCHE,0.6,6,1345,322,1382,352,False,,,,,
219,GUAGUA,0.36,1,1245,264,1333,348,False,,,,,
219,PERSONA,0.66,3,474,269,527,423,False,,,,,
219,COCHE,0.59,4,1428,323,1511,381,False,,,,,
219,COCHE,0.62,5,1365,322,1397,357,False,,,,,
219,COCHE,0.6,6,1345,322,1383,352,False,,,,,
220,GUAGUA,0.22,1,1245,264,1334,347,False,,,,,
220,PERSONA,0.6,3,475,272,530,422,False,,,,,
220,COCHE,0.58,4,1428,323,1510,381,False,,,,,
220,COCHE,0.62,5,1366,322,1397,357,False,,,,,
220,COCHE,0.59,6,1344,322,1383,352,False,,,,,
221,COCHE,0.41,1,1244,269,1336,349,False,,,,,
221,PERSONA,0.62,3,478,274,535,423,False,,,,,
221,COCHE,0.59,4,1429,323,1510,381,False,,,,,
221,COCHE,0.63,5,1365,322,1397,357,False,,,,,
221,COCHE,0.62,6,1344,321,1383,352,False,,,,,
222,COCHE,0.44,1,1243,270,1335,349,False,,,,,
222,PERSONA,0.72,3,477,275,540,423,False,,,,,
222,COCHE,0.59,4,1429,323,1509,381,False,,,,,
222,COCHE,0.62,5,1365,322,1398,357,False,,,,,
222,COCHE,0.62,6,1344,321,1383,352,False,,,,,
223,GUAGUA,0.36,1,1243,267,1328,349,False,,,,,
223,PERSONA,0.69,3,478,274,542,423,False,,,,,
223,COCHE,0.61,4,1429,323,1509,381,False,,,,,
223,COCHE,0.63,5,1367,322,1398,357,False,,,,,
223,COCHE,0.6,6,1343,321,1381,352,False,,,,,
224,GUAGUA,0.26,1,1243,266,1322,349,False,,,,,
224,PERSONA,0.68,3,481,269,542,422,False,,,,,
224,COCHE,0.61,4,1429,323,1509,381,False,,,,,
224,COCHE,0.62,5,1367,322,1398,357,False,,,,,
224,COCHE,0.59,6,1344,321,1381,352,False,,,,,
225,GUAGUA,0.12,1,1242,266,1322,350,False,,,,,
225,PERSONA,0.63,3,482,267,544,421,False,,,,,
225,COCHE,0.62,4,1429,323,1509,381,False,,,,,
225,COCHE,0.61,5,1368,322,1398,357,False,,,,,
225,COCHE,0.6,6,1343,321,1380,352,False,,,,,
226,COCHE,0.43,1,1242,268,1318,349,False,,,,,
226,PERSONA,0.67,3,487,268,545,423,False,,,,,
226,COCHE,0.62,4,1429,323,1509,380,False,,,,,
226,COCHE,0.61,5,1367,322,1398,357,False,,,,,
226,COCHE,0.6,6,1343,321,1380,352,False,,,,,
227,COCHE,0.4,1,1242,268,1315,348,False,,,,,
227,PERSONA,0.66,3,494,269,545,421,False,,,,,
227,COCHE,0.62,4,1429,323,1510,381,False,,,,,
227,COCHE,0.6,5,1368,322,1398,357,False,,,,,
227,COCHE,0.59,6,1343,322,1380,352,False,,,,,
228,COCHE,0.36,1,1242,268,1314,348,False,,,,,
228,PERSONA,0.64,3,498,269,547,421,False,,,,,
228,COCHE,0.61,4,1429,323,1509,381,False,,,,,
228,COCHE,0.6,5,1368,322,1398,357,False,,,,,
228,COCHE,0.59,6,1343,322,1379,352,False,,,,,
229,COCHE,0.26,1,1243,268,1314,347,False,,,,,
229,PERSONA,0.72,3,501,270,549,421,False,,,,,
229,COCHE,0.61,4,1429,323,1509,380,False,,,,,
229,COCHE,0.59,5,1366,322,1398,357,False,,,,,
229,COCHE,0.59,6,1344,322,1381,352,False,,,,,
230,COCHE,0.26,1,1243,269,1313,347,False,,,,,
230,PERSONA,0.73,3,503,270,550,420,False,,,,,
230,COCHE,0.6,4,1429,323,1508,379,False,,,,,
230,COCHE,0.59,5,1366,322,1398,357,False,,,,,
230,COCHE,0.58,6,1344,322,1382,352,False,,,,,
231,GUAGUA,0.16,1,1244,269,1312,347,False,,,,,
231,PERSONA,0.61,3,505,272,553,420,False,,,,,
231,COCHE,0.57,4,1429,323,1507,379,False,,,,,
231,COCHE,0.6,5,1365,322,1398,357,False,,,,,
231,COCHE,0.57,6,1344,322,1383,352,False,,,,,
232,GUAGUA,0.17,1,1244,270,1311,348,False,,,,,
232,PERSONA,0.55,3,506,275,555,421,False,,,,,
232,COCHE,0.58,4,1429,323,1507,378,False,,,,,
232,COCHE,0.6,5,1364,323,1397,357,False,,,,,
232,COCHE,0.56,6,1344,322,1384,353,False,,,,,
233,COCHE,0.17,1,1244,270,1311,348,False,,,,,
233,PERSONA,0.7,3,507,273,558,420,False,,,,,
233,COCHE,0.59,4,1429,323,1507,379,False,,,,,
233,COCHE,0.6,5,1364,323,1398,357,False,,,,,
233,COCHE,0.55,6,1345,322,1384,353,False,,,,,
234,COCHE,0.17,1,1244,271,1310,347,False,,,,,
234,PERSONA,0.7,3,507,279,559,419,False,,,,,
234,COCHE,0.6,4,1429,323,1507,379,False,,,,,
234,COCHE,0.6,5,1364,323,1398,357,False,,,,,
234,COCHE,0.55,6,1344,322,1384,353,False,,,,,
235,COCHE,0.18,1,1242,271,1310,348,False,,,,,
235,PERSONA,0.72,3,507,278,562,419,False,,,,,
235,COCHE,0.63,4,1429,323,1508,380,False,,,,,
235,COCHE,0.6,5,1364,323,1398,357,False,,,,,
235,COCHE,0.55,6,1344,321,1384,353,False,,,,,
236,GUAGUA,0.12,1,1242,270,1310,350,False,,,,,
236,PERSONA,0.74,3,510,275,564,420,False,,,,,
236,COCHE,0.62,4,1429,323,1507,380,False,,,,,
236,COCHE,0.62,5,1364,322,1398,357,False,,,,,
236,COCHE,0.55,6,1344,321,1383,353,False,,,,,
237,COCHE,0.23,1,1242,270,1310,350,False,,,,,
237,PERSONA,0.76,3,511,273,565,420,False,,,,,
237,COCHE,0.64,4,1429,323,1508,380,False,,,,,
237,COCHE,0.61,5,1364,322,1398,357,False,,,,,
237,COCHE,0.55,6,1344,321,1383,353,False,,,,,
238,COCHE,0.19,1,1242,270,1310,349,False,,,,,
238,PERSONA,0.69,3,513,273,568,420,False,,,,,
238,COCHE,0.65,4,1429,323,1507,379,False,,,,,
238,COCHE,0.6,5,1364,322,1398,357,False,,,,,
238,COCHE,0.53,6,1345,321,1383,353,False,,,,,
239,COCHE,0.2,1,1242,284,1309,347,False,,,,,
239,PERSONA,0.67,3,517,272,571,420,False,,,,,
239,COCHE,0.66,4,1429,322,1508,380,False,,,,,
239,COCHE,0.6,5,1364,322,1398,357,False,,,,,
239,COCHE,0.54,6,1344,321,1384,353,False,,,,,
240,COCHE,0.18,1,1242,286,1308,347,False,,,,,
240,PERSONA,0.69,3,520,271,573,417,False,,,,,
240,COCHE,0.67,4,1429,322,1508,380,False,,,,,
240,COCHE,0.6,5,1364,322,1398,357,False,,,,,
240,COCHE,0.55,6,1344,321,1384,353,False,,,,,
240,COCHE,0.63,7,1299,319,1345,351,False,,,,,
241,COCHE,0.15,1,1242,284,1307,346,False,,,,,
241,PERSONA,0.75,3,524,270,576,417,False,,,,,
241,COCHE,0.69,4,1429,322,1507,381,False,,,,,
241,COCHE,0.63,5,1365,322,1399,357,False,,,,,
241,COCHE,0.57,6,1344,321,1383,353,False,,,,,
241,COCHE,0.65,7,1298,320,1346,351,False,,,,,
242,COCHE,0.19,1,1242,277,1307,346,False,,,,,
242,PERSONA,0.77,3,526,267,579,415,False,,,,,
242,COCHE,0.7,4,1429,322,1507,381,False,,,,,
242,COCHE,0.63,5,1365,322,1399,357,False,,,,,
242,COCHE,0.58,6,1344,321,1382,353,False,,,,,
242,COCHE,0.65,7,1298,320,1346,350,False,,,,,
243,COCHE,0.27,1,1242,276,1307,347,False,,,,,
243,PERSONA,0.78,3,530,269,582,415,False,,,,,
243,COCHE,0.69,4,1430,322,1508,382,False,,,,,
243,COCHE,0.64,5,1366,322,1399,357,False,,,,,
243,COCHE,0.57,6,1344,321,1381,353,False,,,,,
243,COCHE,0.65,7,1298,319,1346,350,False,,,,,
244,COCHE,0.3,1,1242,273,1307,347,False,,,,,
244,PERSONA,0.78,3,532,267,583,415,False,,,,,
244,COCHE,0.68,4,1430,322,1507,381,False,,,,,
244,COCHE,0.64,5,1366,322,1399,357,False,,,,,
244,COCHE,0.57,6,1344,321,1381,353,False,,,,,
244,COCHE,0.65,7,1298,319,1346,350,False,,,,,
245,COCHE,0.29,1,1241,272,1306,347,False,,,,,
245,PERSONA,0.79,3,533,268,585,415,False,,,,,
245,COCHE,0.67,4,1430,322,1507,380,False,,,,,
245,COCHE,0.63,5,1366,322,1399,357,False,,,,,
245,COCHE,0.57,6,1344,321,1381,353,False,,,,,
245,COCHE,0.65,7,1298,319,1345,350,False,,,,,
246,COCHE,0.28,1,1240,272,1307,347,False,,,,,
246,PERSONA,0.77,3,533,271,589,414,False,,,,,
246,COCHE,0.68,4,1431,322,1505,379,False,,,,,
246,COCHE,0.62,5,1366,322,1399,357,False,,,,,
246,COCHE,0.56,6,1343,321,1381,353,False,,,,,
246,COCHE,0.63,7,1298,320,1346,350,False,,,,,
247,COCHE,0.29,1,1240,272,1308,347,False,,,,,
247,PERSONA,0.72,3,534,274,592,413,False,,,,,
247,COCHE,0.66,4,1431,322,1504,378,False,,,,,
247,COCHE,0.63,5,1366,322,1399,357,False,,,,,
247,COCHE,0.57,6,1344,321,1381,352,False,,,,,
247,COCHE,0.62,7,1298,319,1346,350,False,,,,,
248,COCHE,0.25,1,1240,271,1309,347,False,,,,,
248,PERSONA,0.7,3,536,273,592,413,False,,,,,
248,COCHE,0.64,4,1431,322,1504,379,False,,,,,
248,COCHE,0.62,5,1366,322,1399,357,False,,,,,
248,COCHE,0.56,6,1344,321,1381,353,False,,,,,
248,COCHE,0.61,7,1299,319,1346,350,False,,,,,
249,COCHE,0.25,1,1240,273,1308,347,False,,,,,
249,PERSONA,0.74,3,538,275,594,413,False,,,,,
249,COCHE,0.62,4,1431,322,1503,379,False,,,,,
249,COCHE,0.63,5,1366,322,1399,357,False,,,,,
249,COCHE,0.55,6,1344,321,1381,353,False,,,,,
249,COCHE,0.62,7,1299,319,1345,350,False,,,,,
250,COCHE,0.26,1,1241,274,1307,347,False,,,,,
250,PERSONA,0.74,3,542,275,595,412,False,,,,,
250,COCHE,0.63,4,1431,322,1504,379,False,,,,,
250,COCHE,0.63,5,1365,322,1399,357,False,,,,,
250,COCHE,0.56,6,1344,321,1381,353,False,,,,,
250,COCHE,0.62,7,1299,319,1345,350,False,,,,,
251,COCHE,0.24,1,1241,277,1307,347,False,,,,,
251,PERSONA,0.74,3,544,275,596,410,False,,,,,
251,COCHE,0.63,4,1431,322,1504,378,False,,,,,
251,COCHE,0.62,5,1365,322,1398,357,False,,,,,
251,COCHE,0.55,6,1344,321,1381,353,False,,,,,
251,COCHE,0.62,7,1298,319,1345,350,False,,,,,
252,COCHE,0.25,1,1241,277,1307,347,False,,,,,
252,PERSONA,0.75,3,548,274,597,409,False,,,,,
252,COCHE,0.64,4,1432,322,1505,379,False,,,,,
252,COCHE,0.63,5,1366,322,1399,357,False,,,,,
252,COCHE,0.56,6,1344,321,1380,352,False,,,,,
252,COCHE,0.62,7,1299,319,1345,349,False,,,,,
253,COCHE,0.24,1,1242,277,1306,347,False,,,,,
253,PERSONA,0.74,3,551,274,600,412,False,,,,,
253,COCHE,0.67,4,1432,322,1505,378,False,,,,,
253,COCHE,0.62,5,1366,322,1399,357,False,,,,,
253,COCHE,0.56,6,1344,321,1381,352,False,,,,,
253,COCHE,0.59,7,1300,319,1346,349,False,,,,,
254,COCHE,0.23,1,1242,278,1305,347,False,,,,,
254,PERSONA,0.75,3,553,271,602,414,False,,,,,
254,COCHE,0.7,4,1431,322,1506,379,False,,,,,
254,COCHE,0.62,5,1366,322,1399,357,False,,,,,
254,COCHE,0.56,6,1344,321,1381,352,False,,,,,
254,COCHE,0.57,7,1301,319,1346,349,False,,,,,
255,COCHE,0.24,1,1242,277,1304,347,False,,,,,
255,PERSONA,0.79,3,556,272,605,411,False,,,,,
255,COCHE,0.71,4,1431,322,1508,380,False,,,,,
255,COCHE,0.62,5,1365,322,1399,357,False,,,,,
255,COCHE,0.57,6,1344,321,1382,352,False,,,,,
255,COCHE,0.56,7,1301,319,1346,349,False,,,,,
256,COCHE,0.26,1,1241,277,1304,347,False,,,,,
256,PERSONA,0.68,3,557,274,606,412,False,,,,,
256,COCHE,0.72,4,1431,322,1509,380,False,,,,,
256,COCHE,0.62,5,1365,322,1399,356,False,,,,,
256,COCHE,0.57,6,1344,321,1382,352,False,,,,,
256,COCHE,0.55,7,1301,319,1346,349,False,,,,,
257,COCHE,0.24,1,1241,277,1303,347,False,,,,,
257,PERSONA,0.51,3,560,275,606,411,False,,,,,
257,COCHE,0.74,4,1431,322,1510,380,False,,,,,
257,COCHE,0.62,5,1365,322,1399,356,False,,,,,
257,COCHE,0.57,6,1344,321,1382,352,False,,,,,
257,COCHE,0.55,7,1301,319,1346,349,False,,,,,
258,COCHE,0.24,1,1241,277,1303,347,False,,,,,
258,PERSONA,0.12,3,564,278,608,410,False,,,,,
258,COCHE,0.74,4,1431,322,1510,380,False,,,,,
258,COCHE,0.62,5,1365,322,1399,356,False,,,,,
258,COCHE,0.58,6,1344,321,1382,352,False,,,,,
258,COCHE,0.55,7,1301,319,1346,349,False,,,,,
259,COCHE,0.26,1,1241,277,1303,346,False,,,,,
259,PERSONA,0.14,3,566,279,610,408,False,,,,,
259,COCHE,0.73,4,1431,323,1510,380,False,,,,,
259,COCHE,0.61,5,1366,322,1399,356,False,,,,,
259,COCHE,0.58,6,1344,321,1382,351,False,,,,,
259,COCHE,0.56,7,1301,319,1346,348,False,,,,,
260,COCHE,0.27,1,1240,277,1303,346,False,,,,,
260,PERSONA,0.19,3,568,280,612,411,False,,,,,
260,COCHE,0.72,4,1431,323,1510,380,False,,,,,
260,COCHE,0.61,5,1366,322,1399,356,False,,,,,
260,COCHE,0.58,6,1343,321,1383,352,False,,,,,
260,COCHE,0.58,7,1301,318,1346,348,False,,,,,
261,COCHE,0.28,1,1239,277,1303,346,False,,,,,
261,COCHE,0.73,4,1431,323,1511,379,False,,,,,
261,COCHE,0.63,5,1366,322,1398,356,False,,,,,
261,COCHE,0.6,6,1343,321,1383,351,False,,,,,
261,COCHE,0.58,7,1301,318,1346,348,False,,,,,
262,COCHE,0.29,1,1240,277,1303,346,False,,,,,
262,COCHE,0.73,4,1431,323,1510,379,False,,,,,
262,COCHE,0.63,5,1365,322,1398,356,False,,,,,
262,COCHE,0.61,6,1343,321,1384,352,False,,,,,
262,COCHE,0.6,7,1300,318,1346,348,False,,,,,
262,PERSONA,0.57,3,569,280,617,411,False,,,,,
263,COCHE,0.29,1,1240,277,1303,345,False,,,,,
263,COCHE,0.74,4,1431,323,1510,379,False,,,,,
263,COCHE,0.63,5,1365,322,1398,356,False,,,,,
263,COCHE,0.6,6,1343,321,1384,352,False,,,,,
263,COCHE,0.61,7,1300,318,1346,348,False,,,,,
263,PERSONA,0.45,3,569,280,618,410,False,,,,,
264,COCHE,0.27,1,1241,277,1303,345,False,,,,,
264,COCHE,0.71,4,1431,323,1509,379,False,,,,,
264,COCHE,0.63,5,1365,322,1398,356,False,,,,,
264,COCHE,0.6,6,1343,321,1384,352,False,,,,,
264,COCHE,0.6,7,1299,318,1346,348,False,,,,,
264,PERSONA,0.68,3,571,279,620,410,False,,,,,
265,COCHE,0.21,1,1242,278,1302,345,False,,,,,
265,COCHE,0.67,4,1430,323,1508,379,False,,,,,
265,COCHE,0.57,5,1367,322,1399,357,False,,,,,
265,COCHE,0.59,6,1343,321,1384,352,False,,,,,
265,COCHE,0.57,7,1299,318,1345,348,False,,,,,
265,PERSONA,0.71,3,574,277,621,411,False,,,,,
266,COCHE,0.21,1,1243,278,1302,345,False,,,,,
266,COCHE,0.66,4,1430,323,1506,379,False,,,,,
266,COCHE,0.56,5,1368,322,1399,357,False,,,,,
266,COCHE,0.59,6,1343,321,1383,352,False,,,,,
266,COCHE,0.58,7,1299,318,1345,348,False,,,,,
266,PERSONA,0.72,3,576,276,622,413,False,,,,,
267,COCHE,0.21,1,1244,282,1301,345,False,,,,,
267,COCHE,0.64,4,1430,323,1505,379,False,,,,,
267,COCHE,0.56,5,1368,322,1399,357,False,,,,,
267,COCHE,0.58,6,1343,321,1383,352,False,,,,,
267,COCHE,0.57,7,1299,318,1344,348,False,,,,,
267,PERSONA,0.57,3,577,278,625,410,False,,,,,
268,COCHE,0.2,1,1243,288,1301,345,False,,,,,
268,COCHE,0.59,4,1429,323,1504,378,False,,,,,
268,COCHE,0.57,5,1368,322,1399,357,False,,,,,
268,COCHE,0.56,6,1343,321,1382,352,False,,,,,
268,COCHE,0.55,7,1299,319,1344,348,False,,,,,
268,PERSONA,0.26,3,581,280,625,407,False,,,,,
269,COCHE,0.18,1,1243,290,1301,345,False,,,,,
269,COCHE,0.58,4,1429,324,1501,378,False,,,,,
269,COCHE,0.55,5,1368,322,1399,357,False,,,,,
269,COCHE,0.56,6,1343,321,1383,352,False,,,,,
269,COCHE,0.53,7,1299,319,1344,348,False,,,,,
269,PERSONA,0.69,3,583,276,626,408,False,,,,,
270,COCHE,0.2,1,1243,299,1300,345,False,,,,,
270,COCHE,0.58,4,1429,324,1499,378,False,,,,,
270,COCHE,0.57,5,1368,322,1400,357,False,,,,,
270,COCHE,0.55,6,1343,321,1383,352,False,,,,,
270,COCHE,0.53,7,1299,319,1345,348,False,,,,,
270,PERSONA,0.74,3,585,275,628,409,False,,,,,
